Frame_ID,Capture_ms,Encode_Send_ms,Network_ms,Decode_ms,YOLO_ms,Lane_ms,Decision_ms,Send_ms,GPIO_ms,Total_ms
1062,2.701,5.16,11.341,1.731,233.788,3.726,0.022,0.154,0.017,258.724
1063,4.779,5.291,9.533,1.694,233.39,2.799,0.025,0.163,0.018,257.785
1064,4.805,5.296,10.213,2.039,242.262,4.318,0.027,0.157,0.018,269.222
1065,2.483,5.178,10.165,1.35,229.832,3.814,0.021,0.153,0.017,253.091
1066,2.498,5.149,10.636,1.47,242.134,3.347,0.017,0.225,0.016,265.578
1067,2.513,5.171,8.804,1.249,231.557,3.022,0.015,0.142,0.018,252.573
1068,2.539,5.176,8.835,1.242,229.141,3.418,0.016,0.137,0.017,250.602
1069,2.533,5.146,9.937,1.455,229.952,4.585,0.016,0.144,0.018,253.865
1070,2.502,5.19,9.986,1.674,251.835,8.765,0.024,0.192,0.017,280.267
1071,2.485,5.175,10.277,1.26,228.002,3.375,0.025,0.188,0.017,250.896
1072,2.488,5.216,9.232,1.209,228.937,3.46,0.014,0.137,0.017,250.811
1073,2.81,5.406,9.224,1.284,234.867,3.977,0.02,0.159,0.017,257.851
1074,2.477,5.105,9.402,1.189,238.356,8.333,0.014,0.177,0.017,265.151
1075,2.553,5.133,8.827,1.432,230.133,3.426,0.014,0.153,0.018,251.782
1076,2.515,5.125,9.501,1.46,330.105,4.145,0.017,0.152,0.036,353.208
1077,3.578,15.364,9.227,1.292,243.595,3.721,0.016,0.145,0.027,277.093
1078,3.193,11.695,10.254,1.888,243.032,10.979,0.025,0.397,0.017,281.582
1079,2.509,5.117,10.636,1.336,234.201,4.84,0.03,0.234,0.016,259.021
1080,3.717,5.364,9.824,1.683,240.632,4.745,0.021,0.271,0.018,266.394
1081,2.526,5.192,9.632,1.27,235.795,3.543,0.015,0.143,0.017,258.217
1082,2.488,5.2,8.628,1.375,242.933,3.974,0.018,0.143,0.017,264.859
1083,2.522,5.186,9.303,1.23,229.63,4.686,0.026,0.141,0.017,252.823
1084,2.497,5.129,9.193,1.237,235.081,3.845,0.035,0.169,0.017,257.283
1085,2.538,5.116,10.744,1.205,243.596,4.621,0.016,0.143,0.017,268.079
1086,2.514,5.147,9.565,1.206,228.652,10.361,0.015,0.148,0.017,257.707
1087,5.22,5.286,9.932,1.368,232.818,8.282,0.015,0.226,0.017,263.259
1088,2.551,5.118,9.238,1.306,233.109,9.363,0.015,0.146,0.018,260.961
1089,2.511,5.157,11.175,1.757,245.577,11.875,0.03,0.222,0.112,278.505
1090,2.527,5.167,9.676,1.415,228.314,8.966,0.033,0.165,0.109,256.473
1091,3.698,5.219,9.813,1.447,228.839,7.708,0.019,0.149,0.018,257.042
1092,2.493,5.084,9.062,1.423,226.741,4.221,0.016,0.165,0.018,249.32
1093,2.5,5.065,10.87,1.396,241.423,5.647,0.023,0.159,0.017,267.2
1094,2.496,5.112,9.636,1.206,229.913,8.761,0.015,0.2,0.018,257.439
1095,2.492,5.108,9.464,1.225,230.219,5.302,0.018,0.15,0.018,254.088
1096,2.496,5.093,10.083,1.487,232.055,7.934,0.015,0.157,0.03,259.474
1097,3.574,14.699,10.76,1.228,244.165,5.215,0.024,0.251,0.017,280.049
1098,4.3,5.291,11.112,1.215,233.302,10.314,0.028,0.329,0.019,266.012
1099,2.527,5.167,8.596,1.466,243.947,3.426,0.015,0.161,0.018,265.414
1100,2.482,5.138,8.779,1.273,232.52,3.722,0.03,0.143,0.018,254.208
1101,2.508,5.153,9.721,1.271,242.209,4.41,0.025,0.183,0.017,265.577
1102,2.492,5.181,8.975,1.445,231.973,3.624,0.017,0.178,0.017,253.984
1103,2.512,5.128,10.114,1.216,235.146,3.37,0.016,0.139,0.018,257.74
1104,2.53,5.173,10.275,1.653,234.06,4.065,0.021,0.177,0.017,258.055
1105,2.492,5.178,9.823,1.227,243.927,3.471,0.015,0.138,0.017,266.369
1106,2.519,5.155,9.615,1.681,230.247,3.669,0.016,0.142,0.017,253.145
1107,2.544,5.157,9.73,1.579,231.689,3.976,0.015,0.138,0.018,254.929
1108,2.489,5.14,10.25,1.482,228.539,3.892,0.085,0.177,0.118,252.25
1109,3.73,5.364,9.414,1.715,235.302,3.574,0.016,0.202,0.017,259.424
1110,2.523,5.152,8.281,1.249,227.458,3.334,0.016,0.143,0.017,248.254
1111,2.49,5.085,8.726,1.385,228.379,3.013,0.015,0.142,0.017,249.332
1112,2.511,5.225,9.431,1.207,225.378,7.286,0.015,0.157,0.016,251.31
1113,4.188,5.706,11.351,1.615,236.158,12.13,0.038,0.226,0.017,271.542
1114,2.523,5.048,11.412,1.747,232.476,8.94,0.018,0.212,0.018,262.5
1115,2.495,5.106,10.214,1.307,240.02,13.168,0.027,0.169,0.032,272.669
1116,3.551,15.171,9.772,1.477,227.975,5.561,0.019,0.193,0.018,263.869
1117,2.529,5.056,10.397,1.277,229.153,16.417,0.034,0.218,0.017,265.193
1118,2.513,5.106,8.823,1.227,230.997,13.403,0.025,0.162,0.018,262.373
1119,2.523,5.072,9.517,1.646,228.824,5.089,0.026,0.17,0.017,252.98
1120,3.631,5.255,9.253,1.264,229.265,10.755,0.018,0.212,0.018,259.789
1121,2.523,5.142,9.092,1.4,230.524,6.066,0.039,0.162,0.017,255.054
1122,2.521,5.099,9.42,1.253,239.265,3.55,0.014,0.14,0.018,261.379
1123,2.523,5.217,9.215,1.738,233.75,3.404,0.016,0.145,0.016,256.11
1124,2.518,5.107,8.879,1.738,230.002,3.306,0.017,0.143,0.018,251.813
1125,2.51,5.081,10.028,1.485,227.289,4.405,0.016,0.142,0.017,251.059
1126,2.52,5.136,10.213,1.248,240.554,4.662,0.018,0.146,0.017,264.596
1127,2.5,5.099,9.381,1.2,228.245,4.045,0.016,0.172,0.017,250.758
1128,2.509,5.113,8.868,1.209,231.437,3.494,0.015,0.149,0.018,252.898
1129,2.486,5.127,8.933,1.315,226.975,3.793,0.016,0.143,0.017,248.922
1130,2.505,5.1,9.41,1.42,231.251,3.627,0.015,0.131,0.017,253.558
1131,2.854,5.111,8.68,1.675,234.858,3.862,0.016,0.142,0.017,257.298
1132,2.496,5.159,8.804,1.528,231.551,3.869,0.018,0.141,0.017,253.665
1133,2.538,5.118,8.782,1.265,226.929,4.081,0.016,0.134,0.018,248.963
1134,2.488,5.145,10.185,1.357,226.724,4.48,0.018,0.141,0.031,250.681
1135,4.139,12.658,10.281,1.413,231.195,3.932,0.015,0.149,0.036,263.966
1136,3.565,15.083,9.186,1.416,234.215,4.216,0.017,0.141,0.018,267.962
1137,2.531,5.122,8.619,1.377,231.022,4.586,0.018,0.146,0.017,253.521
1138,2.483,5.124,10.492,1.22,227.651,4.537,0.025,0.184,0.017,251.813
1139,2.49,5.152,9.399,1.464,243.064,7.953,0.033,0.21,0.017,269.864
1140,2.497,5.115,10.812,1.337,258.406,11.236,0.027,0.232,0.017,289.768
1141,2.513,5.132,10.121,1.469,239.921,4.684,0.017,0.156,0.017,264.125
1142,3.734,5.685,9.26,1.203,231.682,12.294,0.025,0.164,0.018,264.171
1143,2.52,5.231,9.898,1.433,241.371,4.367,0.025,0.162,0.017,265.127
1144,2.486,5.211,9.317,1.47,227.777,11.678,0.025,0.16,0.017,258.241
1145,2.532,5.205,9.96,1.374,229.084,8.475,0.026,0.166,0.017,256.939
1146,2.515,5.165,9.25,1.227,229.036,11.736,0.025,0.157,0.017,259.225
1147,2.565,5.107,16.711,1.875,254.109,13.411,0.025,0.165,0.017,294.083
1148,2.515,5.137,10.573,1.195,226.899,11.843,0.024,0.156,0.017,258.457
1149,2.79,5.172,9.165,1.227,228.986,10.83,0.025,0.161,0.018,258.476
1150,2.49,5.14,10.77,1.203,228.89,4.327,0.041,0.162,0.017,253.143
1151,2.508,5.213,9.386,1.243,232.704,3.732,0.015,0.143,0.018,255.062
1152,2.5,5.168,11.567,1.214,229.233,7.684,0.014,0.148,0.017,257.625
1153,3.666,5.409,9.979,1.537,236.519,11.749,0.025,0.153,0.018,269.152
1154,2.522,5.153,9.48,1.246,230.611,11.916,0.028,0.188,0.027,261.3
1155,2.965,10.971,10.41,1.211,227.601,4.619,0.029,0.179,0.017,258.166
1156,2.515,5.174,9.566,1.218,234.767,3.659,0.016,0.141,0.018,257.186
1157,2.493,5.153,9.332,1.709,229.818,7.803,0.015,0.155,0.016,256.574
1158,2.528,5.09,8.889,1.216,231.45,4.493,0.015,0.149,0.018,253.94
1159,2.494,5.141,8.704,1.262,229.815,4.323,0.015,0.145,0.017,252.016
1160,2.794,5.079,8.59,1.465,233.762,4.776,0.015,0.132,0.018,256.716
1161,2.5,5.092,8.955,1.202,232.863,10.158,0.015,0.148,0.017,261.029
1162,2.53,5.05,10.732,1.791,231.611,9.112,0.018,0.152,0.018,261.109
1163,2.524,5.076,9.633,1.887,228.751,4.537,0.015,0.153,0.017,252.689
1164,3.948,5.292,10.625,1.243,230.305,12.355,0.023,0.207,0.017,264.113
1165,2.505,5.111,10.17,1.415,240.166,8.542,0.016,0.151,0.018,268.191
1166,2.487,5.172,9.828,1.233,232.122,7.501,0.014,0.145,0.017,258.613
1167,5.014,5.361,9.834,1.252,228.805,7.812,0.016,0.156,0.017,258.375
1168,4.793,5.381,9.238,1.215,230.016,3.872,0.017,0.152,0.018,254.813
1169,2.546,5.172,9.522,1.256,241.194,3.189,0.016,0.145,0.018,263.158
1170,4.773,5.333,11.435,2.548,230.874,4.278,0.023,0.172,0.017,259.539
1171,4.19,5.288,9.822,1.208,236.827,2.938,0.016,0.159,0.017,260.552
1172,2.527,5.089,9.741,1.372,229.108,7.202,0.015,0.163,0.017,255.317
1173,2.517,5.127,10.789,1.211,234.804,3.416,0.021,0.203,0.03,258.242
1174,3.186,11.686,9.856,1.688,231.145,3.303,0.015,0.139,0.037,261.284
1175,3.559,15.881,10.232,1.544,228.988,3.937,0.017,0.234,0.035,264.578
1176,3.574,15.246,10.985,2.639,227.539,3.414,0.017,0.141,0.025,263.703
1177,3.271,13.187,10.243,1.692,227.071,4.29,0.02,0.145,0.016,260.068
1178,2.56,5.421,11.922,1.243,229.926,4.216,0.027,0.213,0.016,255.628
1179,2.509,5.134,11.727,1.359,228.034,3.568,0.018,0.152,0.017,252.609
1180,2.505,5.258,10.113,1.219,229.758,3.741,0.018,0.14,0.018,252.858
1181,2.505,5.154,10.788,1.199,228.753,3.775,0.019,0.137,0.017,252.431
1182,3.676,5.558,10.677,1.208,239.342,3.664,0.025,0.142,0.016,264.403
1183,2.554,5.185,8.886,1.267,231.19,3.902,0.017,0.135,0.017,253.236
1184,2.481,5.172,10.069,1.401,233.159,3.709,0.015,0.203,0.017,256.311
1185,2.481,5.215,9.342,1.258,230.023,2.899,0.015,0.142,0.017,251.475
1186,2.481,5.215,8.574,1.296,233.213,3.105,0.016,0.141,0.017,254.141
1187,2.48,5.181,8.789,1.285,231.812,3.253,0.023,0.131,0.016,253.054
1188,2.526,5.304,8.81,1.251,232.107,3.646,0.016,0.141,0.017,253.901
1189,2.531,5.237,9.555,1.236,231.96,3.099,0.016,0.141,0.017,253.875
1190,2.512,5.143,10.027,1.703,232.098,6.937,0.021,0.201,0.018,258.744
1191,2.513,5.203,10.447,1.302,231.902,4.948,0.021,0.226,0.018,256.675
1192,2.494,5.175,9.838,1.382,232.52,4.414,0.017,0.14,0.018,256.098
1193,2.837,5.516,9.807,1.379,226.673,8.356,0.014,0.159,0.017,254.844
1194,2.512,5.164,10.503,1.362,230.541,3.776,0.016,0.159,0.017,254.142
1195,2.476,5.159,10.088,1.473,228.489,4.239,0.019,0.143,0.017,252.205
1196,2.565,5.168,9.655,1.274,243.365,4.666,0.025,0.142,0.017,266.959
1197,4.102,5.518,10.518,1.423,231.494,2.951,0.017,0.145,0.017,256.276
1198,4.765,5.616,9.715,1.279,229.136,3.722,0.018,0.129,0.018,254.485
1199,2.553,5.225,9.104,1.252,229.55,2.812,0.015,0.156,0.016,250.766
1200,2.5,5.195,9.102,1.269,236.145,3.533,0.019,0.128,0.018,257.987
1201,2.479,5.166,9.096,1.273,233.558,2.733,0.016,0.143,0.017,254.565
1202,2.522,5.159,9.888,1.34,229.424,3.609,0.018,0.142,0.018,252.201
1203,2.514,5.191,9.871,1.265,230.335,7.273,0.016,0.168,0.016,256.731
1204,2.512,5.183,10.894,1.339,230.696,10.91,0.022,0.167,0.018,261.836
1205,2.491,5.11,10.121,1.505,239.842,9.694,0.014,0.159,0.018,269.053
1206,2.51,5.141,8.852,1.293,234.213,8.439,0.016,0.143,0.019,260.737
1207,2.482,5.185,9.532,1.239,230.606,3.458,0.025,0.181,0.017,252.822
1208,3.594,6.036,9.311,1.233,229.864,3.418,0.021,0.145,0.017,253.797
1209,2.827,5.162,9.968,1.2,234.881,3.877,0.017,0.185,0.017,258.218
1210,2.509,5.099,9.728,1.281,237.466,3.359,0.015,0.141,0.017,259.697
1211,2.525,5.072,8.759,1.194,231.584,4.082,0.016,0.154,0.017,253.488
1212,2.498,5.101,8.667,1.255,231.26,3.784,0.015,0.229,0.017,252.911
1213,2.53,5.084,10.189,1.205,234.874,10.242,0.02,0.265,0.017,264.509
1214,2.512,5.088,11.796,1.232,235.634,2.603,0.015,0.155,0.032,259.2
1215,3.258,12.883,8.615,1.42,228.109,2.654,0.015,0.146,0.018,257.238
1216,2.458,5.174,9.194,1.606,227.639,2.613,0.016,0.142,0.017,248.942
1217,2.524,5.09,10.05,1.219,225.452,2.548,0.016,0.134,0.017,247.134
1218,2.532,5.179,8.621,1.281,246.651,2.556,0.016,0.137,0.016,267.07
1219,3.857,5.279,8.535,1.231,230.187,2.431,0.015,0.143,0.018,251.79
1220,2.554,5.1,9.008,1.581,226.869,2.429,0.016,0.141,0.017,247.801
1221,2.498,5.125,8.923,1.216,227.036,2.665,0.017,0.143,0.017,247.722
1222,2.533,5.117,10.464,1.258,240.726,3.17,0.032,0.155,0.018,263.554
1223,4.136,5.393,8.721,1.357,229.263,2.569,0.017,0.145,0.017,251.709
1224,2.561,5.143,10.196,1.746,242.75,2.518,0.016,0.213,0.018,265.243
1225,2.539,5.064,9.401,1.214,227.815,2.533,0.015,0.144,0.017,248.827
1226,2.487,5.158,8.767,1.295,240.372,2.846,0.018,0.316,0.017,261.363
1227,2.521,5.062,9.03,1.24,228.562,2.712,0.016,0.142,0.018,249.387
1228,2.503,5.086,9.429,1.208,225.978,2.526,0.015,0.201,0.017,247.045
1229,2.497,5.122,9.432,1.251,239.047,2.649,0.015,0.142,0.018,260.257
1230,5.266,5.223,9.525,1.269,233.319,3.225,0.017,0.376,0.017,258.326
1231,2.503,5.072,9.211,1.202,231.343,3.025,0.015,0.26,0.017,252.728
1232,2.542,5.092,8.657,1.215,227.432,3.046,0.064,0.146,0.016,248.293
1233,2.516,5.082,9.394,1.454,239.897,4.096,0.049,0.162,0.017,262.751
1234,3.676,5.393,11.225,1.474,227.437,2.975,0.024,0.351,0.035,252.72
1235,3.568,12.531,9.912,1.302,226.672,3.157,0.018,0.169,0.017,257.471
1236,2.534,5.121,9.075,1.281,229.709,2.857,0.017,0.213,0.016,250.905
1237,2.518,5.043,9.61,1.218,233.776,3.547,0.018,0.181,0.017,256.01
1238,2.5,5.09,9.719,1.212,235.046,2.612,0.02,0.159,0.017,256.458
1239,2.475,5.127,9.006,1.241,229.62,3.049,0.018,0.155,0.017,250.791
1240,2.496,5.097,9.834,1.2,236.588,6.221,0.016,0.168,0.017,261.72
1241,2.511,5.09,10.235,1.419,227.805,7.945,0.016,0.176,0.018,255.313
1242,2.483,5.125,10.631,1.58,232.86,6.713,0.017,0.187,0.018,259.709
1243,2.503,5.097,8.95,1.229,230.173,8.019,0.017,0.167,0.018,256.267
1244,2.545,5.107,8.764,1.236,239.446,6.689,0.015,0.152,0.017,264.066
1245,3.801,5.321,8.604,1.225,230.273,3.385,0.015,0.143,0.018,252.894
1246,2.477,5.12,10.21,1.303,228.751,4.296,0.024,0.177,0.018,252.456
1247,2.494,5.082,8.673,1.554,230.288,3.141,0.014,0.145,0.017,251.492
1248,3.155,5.275,9.024,1.311,231.69,3.395,0.015,0.14,0.017,254.109
1249,4.302,5.281,8.733,1.232,229.213,3.31,0.014,0.134,0.018,252.329
1250,2.485,5.196,9.253,1.522,228.724,6.393,0.015,0.152,0.017,253.84
1251,2.483,5.111,9.31,1.525,237.085,7.311,0.039,0.179,0.018,263.156
1252,2.505,5.091,9.416,1.277,227.679,7.404,0.015,0.364,0.017,253.867
1253,2.514,5.106,8.858,1.208,230.99,7.622,0.016,0.158,0.017,256.584
1254,2.5,5.172,9.776,1.236,227.335,4.032,0.023,0.38,0.018,250.57
1255,2.489,5.15,10.536,1.217,233.698,4.082,0.024,0.175,0.018,257.488
1256,2.503,5.087,9.835,1.241,229.891,3.64,0.015,0.14,0.017,252.453
1257,2.497,5.13,9.377,1.246,228.089,3.307,0.018,0.146,0.018,249.91
1258,2.53,5.071,8.437,1.224,230.024,2.835,0.016,0.191,0.017,250.429
1259,2.529,5.108,8.602,1.222,228.059,2.876,0.017,0.143,0.017,248.654
1260,3.93,5.625,9.623,1.253,241.03,2.849,0.016,0.144,0.017,264.578
1261,2.496,5.103,10.552,1.282,231.966,4.208,0.026,0.182,0.017,255.916
1262,2.488,5.13,9.586,1.272,241.601,10.449,0.015,0.203,0.017,270.847
1263,2.497,5.049,11.048,1.216,236.941,8.167,0.015,0.14,0.017,265.181
1264,2.522,5.064,10.534,1.209,244.957,12.966,0.022,0.194,0.017,277.583
1265,2.533,5.049,10.474,1.54,229.798,7.372,0.014,0.153,0.018,257.048
1266,2.496,5.05,9.292,1.232,233.238,8.914,0.015,0.159,0.017,260.51
1267,2.555,5.085,9.187,1.196,229.824,7.548,0.014,0.163,0.017,255.683
1268,2.54,5.04,9.67,1.23,239.608,7.228,0.014,0.223,0.017,265.668
1269,2.503,4.925,8.786,1.184,231.538,9.684,0.017,0.157,0.017,258.904
1270,2.506,4.947,10.243,1.232,232.461,7.613,0.016,0.152,0.017,259.289
1271,3.831,5.264,9.443,1.435,229.441,8.837,0.015,0.165,0.017,258.551
1272,2.519,4.974,10.341,1.199,240.026,4.725,0.022,0.177,0.031,264.146
1273,3.168,11.378,11.366,1.227,246.756,10.084,0.021,0.247,0.035,284.447
1274,3.564,14.672,10.115,1.222,231.59,7.083,0.014,0.153,0.037,268.629
1275,3.556,14.774,11.708,3.041,229.502,7.45,0.026,0.163,0.037,270.479
1276,3.552,14.746,10.363,1.727,235.799,3.497,0.016,0.156,0.025,270.039
1277,3.561,14.735,9.228,1.222,229.665,3.767,0.015,0.206,0.017,262.54
1278,3.703,5.226,8.921,1.213,230.546,8.079,0.015,0.154,0.017,257.96
1279,2.524,5.043,9.362,1.206,226.539,3.318,0.014,0.155,0.017,248.271
1280,2.503,5.071,10.152,1.329,275.657,3.769,0.015,0.137,0.017,298.753
1281,2.517,5.063,8.641,1.41,230.32,2.753,0.016,0.14,0.017,250.962
1282,2.518,5.077,9.24,1.202,241.928,2.926,0.016,0.197,0.018,263.205
1283,2.525,5.079,10.293,1.269,231.696,3.238,0.017,0.196,0.017,254.414
1284,2.553,5.061,10.223,1.561,229.688,2.436,0.015,0.186,0.017,251.824
1285,3.815,5.295,9.535,1.253,240.186,2.709,0.016,0.143,0.017,263.061
1286,2.513,5.095,9.768,1.391,237.443,2.895,0.014,0.148,0.017,259.368
1287,2.487,5.097,8.79,1.292,227.005,2.966,0.015,0.141,0.017,247.895
1288,2.51,5.101,11.185,1.408,228.066,3.934,0.025,0.198,0.017,252.525
1289,3.662,5.398,9.888,1.609,240.004,3.253,0.019,0.145,0.018,264.117
1290,2.499,5.072,9.181,1.247,231.231,3.232,0.015,0.218,0.018,252.797
1291,2.472,5.146,8.794,1.229,229.471,2.897,0.017,0.14,0.017,250.265
1292,2.489,5.074,8.739,1.26,230.87,6.663,0.014,0.157,0.016,255.371
1293,2.519,5.049,10.205,1.32,240.57,3.966,0.034,0.232,0.017,264.009
1294,2.494,5.162,9.556,1.613,227.259,2.976,0.016,0.145,0.018,249.347
1295,2.536,5.085,9.758,1.232,226.049,2.722,0.015,0.139,0.033,247.68
1296,3.301,12.81,9.366,1.401,230.65,3.255,0.017,0.142,0.018,261.136
1297,2.498,5.121,10.677,1.342,232.081,3.478,0.018,0.232,0.017,255.547
1298,2.516,5.083,9.435,1.244,240.322,2.803,0.016,0.151,0.016,261.67
1299,2.541,5.12,11.105,1.214,238.075,3.445,0.02,0.155,0.017,261.773
1300,3.754,5.223,9.337,1.259,237.091,2.686,0.016,0.15,0.018,259.625
1301,2.491,5.111,9.786,1.377,227.317,2.802,0.02,0.165,0.017,249.168
1302,2.523,5.185,10.327,1.23,239.395,3.392,0.017,0.174,0.017,262.341
1303,2.534,5.074,9.088,1.365,309.935,3.663,0.016,0.149,0.017,331.924
1304,2.547,5.094,10.311,1.264,256.604,3.19,0.019,0.195,0.017,279.324
1305,2.555,5.061,10.592,1.332,249.19,2.974,0.018,0.197,0.017,272.018
1306,2.487,5.073,9.063,1.532,237.432,7.413,0.014,0.15,0.016,263.263
1307,3.738,5.094,10.904,1.194,233.681,9.768,0.022,0.258,0.017,264.811
1308,2.49,4.996,9.636,1.199,244.058,7.409,0.014,0.195,0.017,270.11
1309,2.488,5.033,10.323,1.18,230.304,8.365,0.022,0.203,0.018,258.032
1310,2.52,5.056,10.954,1.417,236.671,11.037,0.05,0.426,0.112,268.334
1311,2.518,5.008,9.525,1.202,231.506,8.155,0.044,0.181,0.112,258.357
1312,2.498,4.985,10.745,1.325,249.044,12.954,0.047,0.24,0.132,282.064
1313,2.513,5.022,9.539,1.725,228.347,3.99,0.018,0.151,0.018,251.424
1314,3.938,5.341,9.317,1.348,242.896,8.648,0.016,0.151,0.038,271.848
1315,3.169,11.1,11.063,1.324,238.404,16.677,0.048,0.253,0.115,282.28
1316,2.51,4.966,9.584,1.171,231.744,8.093,0.031,0.168,0.117,258.484
1317,2.543,4.898,9.588,1.193,226.814,11.337,0.031,0.299,0.128,256.928
1318,2.509,4.92,9.708,1.214,249.196,10.018,0.045,0.192,0.135,278.035
1319,2.5,4.991,9.124,1.377,228.914,7.907,0.015,0.152,0.026,255.111
1320,2.508,4.932,8.831,1.118,231.845,8.157,0.017,0.156,0.017,257.677
1321,2.857,4.991,9.059,1.142,229.16,7.646,0.015,0.179,0.018,255.162
1322,2.503,4.91,9.368,1.269,241.274,7.061,0.014,0.221,0.017,266.734
1323,2.514,4.92,9.63,1.146,229.602,7.693,0.014,0.182,0.017,255.815
1324,2.501,5.491,10.042,1.363,233.045,7.924,0.014,0.141,0.016,260.644
1325,3.695,5.267,10.228,1.367,230.017,8.01,0.015,0.158,0.018,258.893
1326,2.514,4.951,9.452,1.416,237.542,8.566,0.015,0.153,0.017,264.722
1327,2.544,4.897,9.831,1.495,231.111,7.064,0.014,0.149,0.019,257.217
1328,2.521,4.907,9.035,1.136,228.99,3.996,0.016,0.152,0.018,250.867
1329,2.522,4.922,8.995,1.275,234.245,7.103,0.015,0.169,0.018,259.356
1330,2.5,4.891,8.954,1.136,230.338,3.297,0.03,0.146,0.017,251.404
1331,2.518,4.969,8.515,1.309,232.788,2.934,0.015,0.143,0.017,253.308
1332,2.516,5.955,9.042,1.152,227.086,2.634,0.015,0.139,0.018,248.689
1333,2.515,5.006,9.935,1.168,227.985,2.875,0.018,0.147,0.033,249.795
1334,3.267,11.412,9.792,1.178,229.259,2.913,0.018,0.159,0.018,258.124
1335,2.511,5.004,9.212,1.537,243.055,2.412,0.015,0.142,0.017,263.986
1336,3.794,5.387,9.791,1.268,231.152,2.963,0.016,0.18,0.018,254.665
1337,2.501,4.978,9.821,1.436,238.166,2.745,0.017,0.143,0.018,259.912
1338,2.498,5.078,8.633,1.305,227.279,2.518,0.017,0.14,0.017,247.569
1339,2.499,5.067,9.768,1.491,234.821,2.591,0.026,0.245,0.017,256.606
1340,2.491,5.058,8.634,1.515,230.759,2.396,0.015,0.145,0.018,251.112
1341,2.494,5.059,8.746,1.683,230.143,2.45,0.014,0.139,0.018,250.829
1342,2.472,5.054,10.556,1.659,250.16,3.012,0.02,0.163,0.017,273.201
1343,2.529,5.1,10.819,1.548,265.373,3.061,0.022,0.169,0.016,288.72
1344,2.507,5.094,10.127,1.47,255.3,3.155,0.032,0.186,0.018,277.971
1345,2.515,5.083,9.316,1.364,230.557,2.718,0.017,0.143,0.017,251.814
1346,2.51,5.096,9.013,1.261,230.613,2.38,0.014,0.179,0.016,251.165
1347,4.295,5.27,10.512,1.242,238.041,3.313,0.024,0.222,0.018,263.028
1348,2.501,5.085,10.119,1.689,251.33,2.541,0.019,0.154,0.017,273.54
1349,2.53,5.085,10.205,1.8,239.952,2.798,0.017,0.197,0.018,262.687
1350,2.534,5.127,9.846,1.36,237.877,2.427,0.015,0.147,0.017,259.432
1351,2.542,5.039,9.711,1.737,234.199,6.875,0.019,0.233,0.017,260.453
1352,2.508,5.106,10.004,1.276,237.954,6.705,0.015,0.157,0.032,263.892
1353,3.291,11.443,9.399,1.223,229.66,7.716,0.018,0.148,0.016,263.022
1354,2.87,5.463,9.44,1.244,235.043,5.443,0.039,0.188,0.018,259.861
1355,2.51,5.085,9.075,1.224,228.342,4.052,0.044,0.194,0.017,250.626
1356,2.529,5.018,9.151,1.212,235.583,7.874,0.015,0.159,0.018,261.641
1357,4.786,5.159,9.153,1.227,235.543,3.675,0.015,0.225,0.017,259.898
1358,4.754,5.172,9.62,1.394,229.021,7.668,0.014,0.15,0.017,257.912
1359,2.513,4.969,9.08,1.45,227.921,7.795,0.014,0.153,0.018,254.006
1360,2.525,5.015,10.231,1.495,237.681,10.251,0.021,0.206,0.018,267.55
1361,2.511,4.946,9.201,1.288,229.327,8.622,0.015,0.147,0.017,256.168
1362,2.502,5.037,9.13,1.181,228.348,7.97,0.023,0.155,0.017,254.461
1363,2.508,5.01,8.993,1.194,229.479,4.742,0.015,0.157,0.018,252.212
1364,2.511,5.069,9.615,1.387,232.747,10.76,0.022,0.179,0.017,262.403
1365,2.87,5.048,9.148,1.203,237.995,7.168,0.015,0.157,0.018,263.717
1366,2.488,5.094,8.552,1.32,228.914,6.999,0.014,0.154,0.017,253.649
1367,2.519,5.066,9.074,1.272,232.541,7.656,0.015,0.216,0.019,258.473
1368,2.513,5.062,9.903,1.364,227.97,2.563,0.015,0.15,0.017,249.653
1369,3.651,5.381,8.584,1.228,239.945,2.498,0.016,0.237,0.018,261.666
1370,2.481,5.064,9.766,1.247,227.827,2.45,0.017,0.164,0.018,249.118
1371,2.521,5.114,8.823,1.213,234.504,3.355,0.018,0.148,0.032,255.839
1372,3.231,13.051,11.425,1.942,229.71,3.496,0.063,0.183,0.026,263.278
1373,3.567,14.758,9.974,1.757,254.022,3.2,0.02,0.175,0.017,287.601
1374,2.514,5.064,8.501,1.432,241.707,2.404,0.015,0.142,0.017,261.882
1375,2.519,5.069,10.427,1.808,239.49,3.221,0.023,0.249,0.017,262.903
1376,4.371,5.228,9.915,1.899,237.016,2.556,0.018,0.136,0.017,261.247
1377,2.538,5.121,9.624,1.733,247.369,2.842,0.029,0.27,0.017,269.629
1378,2.504,5.098,10.192,1.653,264.152,9.365,0.017,0.282,0.017,293.362
1379,2.523,5.08,8.513,1.267,246.507,6.594,0.015,0.154,0.018,270.763
1380,2.532,5.098,8.93,1.23,231.624,7.464,0.017,0.164,0.018,257.17
1381,2.477,5.038,10.76,1.214,240.084,3.213,0.015,0.198,0.017,263.11
1382,2.5,5.098,9.094,1.39,241.836,3.503,0.019,0.131,0.017,263.685
1383,3.746,5.265,10.094,1.309,239.922,7.82,0.02,0.157,0.017,268.438
1384,2.505,5.109,9.6,1.401,237.129,7.535,0.025,0.145,0.018,263.561
